Country Name,Country Code,Series,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Djibouti,DJI,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,77.44,79.17,80.31,83.12,82.29018,82.81433,82.47,86.6,87.57,86.31,..,..,..,..,..,..
Dominican Republic,DOM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,85.17,85.62,88.13,88.06,89.47863,91.51656,89.56,91.72,93.87,94.05,..,..,..,..,..,..
Dominican Republic,DOM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,53.27,56.6,58.55,56.21,54.75314,57.43225,60.5,63.51,62.15,62.76,..,..,..,..,..,..
Early-demographic dividend,EAR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,74.49,78.98,81.83,83.47,85.77,86.98,88.73,90.34,90.77,91.46,..,..,..,..,..,..
Ecuador,ECU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,95.03,95.59,96.27,96.56,97.31,97.64,98.08,98.28,98.21,98.64,..,..,..,..,..,..
Ecuador,ECU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,58.18,57.76,64.76,66.47,65.46,64.47,67.11,68.52,69.66,72.3,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,73.28249,..,..,..,..,80.24802,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Completion rate, primary education, both sexes (%)",UIS.CR.1,85.58102,..,..,..,..,90.86884,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,31.75315,..,..,..,..,41.88959,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,63.28,65.22,..,67.55,71.03,72.5,72.58,74.11,73.43,75.07,..,..,..,..,..,..
El Salvador,SLV,"Completion rate, primary education, both sexes (%)",UIS.CR.1,81.15,82.34,..,86.18,87.84,88.41,88.51,87.93,88.31,89.71,..,..,..,..,..,..
El Salvador,SLV,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,47.11,49.2,..,51.97,53.01,54.36,55.51,56.49,57.25,59.24,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,96.27,..,97.34,97.74,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,83.1,..,81.54,82.74,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,47.35867,..,..,..,50.53206,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,66.18265,..,..,..,70.2268,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,28.1158,..,..,..,32.30203,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,16.44158,..,..,..,..,21.39927,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,39.57277,..,..,..,..,52.0865,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,12.15006,..,..,..,..,13.08728,..,..,..,..,..,..,..,..
Euro area,EMU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,100,..,100,100,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,88.47,..,87.57,89.04,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,32.4917,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,70.94246,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,13.82765,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,39.2474,..,..,48.29411,..,..,..,..,45.78795,..,..,..,..,..,..
"Gambia, The",GMB,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,58.49359,..,..,61.99319,..,..,..,..,65.52499,..,..,..,..,..,..
"Gambia, The",GMB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,22.3466,..,..,30.18718,..,..,..,..,26.37586,..,..,..,..,..,..
Georgia,GEO,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,98.65,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,96.01,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,96.2,..,93.36,92.35,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,84.15,..,82.67,80.07,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,47.45506,51.88343,45.19,..,..,50.06646,..,..,..,47.38561,..,..,..,..,..,..
Ghana,GHA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,65.12708,64.14412,65.58,..,..,65.83102,..,..,..,70.9572,..,..,..,..,..,..
Ghana,GHA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,27.64119,12.98646,12.59,..,..,35.81051,..,..,..,35.73696,..,..,..,..,..,..
Gibraltar,GIB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,98.79,..,98.6,99.24,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,94.74,..,92.27,93.05,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,42.94,..,..,48.75,48.1819,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,70.79,..,..,72.4,78.03068,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,24.51,..,..,33.96,34.50681,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,24.53844,..,..,..,32.95136,..,26.3048,..,..,..,..,..,..
Guinea,GIN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,42.22287,..,..,..,53.74833,..,45.13703,..,..,..,..,..,..
Guinea,GIN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,15.27684,..,..,..,20.1692,..,16.39627,..,..,..,..,..,..
Guinea-Bissau,GNB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,17.07577,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,29.14938,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,6.59371,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,77.67969,..,..,..,..,84.05479,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Completion rate, primary education, both sexes (%)",UIS.CR.1,95.11632,..,..,..,..,97.5321,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,55.49005,..,..,..,..,56.14666,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,31.59216,..,..,..,..,34.50921,..,..,..,..,..,..,..
Haiti,HTI,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,44.05852,..,..,..,..,53.13746,..,..,..,..,..,..,..
Haiti,HTI,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,11.72569,..,..,..,..,16.56566,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,42.74,45.98,48.36184,47.84,51.51,48.49,50.77,52.58,..,53.35,..,..,..,..,..,..
Honduras,HND,"Completion rate, primary education, both sexes (%)",UIS.CR.1,78.46,80.82,82.91049,81.9,82.62,82.53,84.78,84.26,..,86.91,..,..,..,..,..,..
Honduras,HND,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,33,34.75,39.84284,37.76,41.58,37.05,42.61,43.28,..,37.8,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,96.29,..,97.24,98.52,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,86.47,..,87.11,85.69,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,99.42,..,99.81,100,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,64.03,..,65.06,70.22,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,76.13,..,..,..,..,80.84132,..,..,..,..,..,..,..,..
India,IND,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,88.35,..,..,..,..,91.58431,..,..,..,..,..,..,..,..
India,IND,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,34.98,..,..,..,..,42.89057,..,..,..,..,..,..,..,..
Indonesia,IDN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,77.17,..,..,..,..,86.05231,..,..,..,..,..,..,..
Indonesia,IDN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,95.24,..,..,..,..,96.59536,..,..,..,..,..,..,..
Indonesia,IDN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,50.65,..,..,..,..,63.18861,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,37.82208,..,..,..,..,..,..,46.42936,..,..,..,..,..,..
Iraq,IRQ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,65.39292,..,..,..,..,..,..,75.67041,..,..,..,..,..,..
Iraq,IRQ,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,18.64567,..,..,..,..,..,..,32.12768,..,..,..,..,..,..
Ireland,IRL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,94.04,..,93.83,96.62,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,91.69,..,92.17,94.36,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,98.07,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,99.95,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,88.09,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,99.1,..,98.09,98.97,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
