year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,total_score,average_score_per_contestant,medal_Efficiency,Country Code,Value_gross_enr_ratio_for_tertirary_edu,Value_gov_expen_as_perc_of_GPP,Value_literacy_rate,Region,Income Group,Gov_Investment_Per_Medal,Lit_Performance_Ratio,SE.TER.GRAD.SC.ZS,IT.NET.USER.P2,SL.TLF.ADVN.ZS,UIS.X.US.FSGOV,UIS.X.USCONST.FSGOV,NY.GDP.PCAP.CD,SE.XPD.TOTL.GB.ZS,SE.XPD.CUR.TOTL.ZS,OECD.TSAL.1.E10
2017,Greece,6,6,NA,42,33,0,42,9,1,NA,1,4,1,0,Anargyros Fellouris,Silouanos Brazitikos,127,21.166666666666668,1,GRC,135.33,3.48,99.65887,Europe & Central Asia,High income: OECD,0.58,4.708293070866141,9.59875,70.54943345,75.9075012207031,NA,NA,18883.4600669282,NA,NA,22754.15459
2017,Belarus,6,6,NA,40,23,1,42,16,0,NA,1,1,4,0,Igor Voronovich,Mikhail Karpuk,122,20.333333333333332,1,BLR,91.33,4.8,99.65887,Europe & Central Asia,Upper middle income,0.7999999999999999,4.901255901639344,2.84452,74.43644541,NA,2624.13606,2624.13606,5761.74712023007,12.28169,94.36782,NA
2017,Czech Republic,6,6,NA,42,26,4,34,16,0,NA,1,2,2,1,Josef Tkadlec,Jaroslav Zhouf,122,20.333333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Ukraine,6,6,NA,42,30,0,36,10,4,NA,1,2,2,1,Bogdan Rublov,Andrii Pankov,122,20.333333333333332,0.8333333333333334,UKR,80.2,5.42,99.65887,Europe & Central Asia,Lower middle income,1.084,4.901255901639344,2.99048,58.88947945,72.1500015258789,6072.02894,6072.02894,2640.67567655839,13.05142,92.29521,NA
2017,Philippines,6,6,NA,42,25,0,42,11,0,NA,0,3,3,0,Richard Eden,Louie John Vallejo,120,20,1,PHL,35.41,3.96,98.64629,East Asia & Pacific,Lower middle income,0.66,4.9323144999999995,1.48056,60.05476033,NA,NA,NA,2981.93415144162,NA,NA,NA
2017,Bulgaria,6,5,1,40,31,0,42,1,2,NA,0,4,2,0,Peter Boyvalenkov,Emil Kolev,116,19.333333333333332,1,BGR,81.22,4.08,99.65887,Europe & Central Asia,Upper middle income,0.68,5.1547691379310345,3.31217,63.41010138,74.5203018188477,2412.53529,2412.53529,8228.0115697265,12.73095,95.50574,NA
2017,Italy,6,6,NA,42,22,0,34,18,0,NA,2,1,1,2,Roberto Dvornicich,Ludovico Pernazza,116,19.333333333333332,0.6666666666666666,ITA,62.7,4.04,99.65887,Europe & Central Asia,High income: OECD,1.01,5.1547691379310345,NA,63.077347,74.8363037109375,79353.5505,79353.5505,32326.8417463954,8.31396,97.96617,31367.87703
2017,Netherlands,6,6,NA,41,21,0,39,15,0,NA,1,2,1,1,Quintijn Puite,Birgit van Dalen,116,19.333333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,6.04679,93.19727891,80.1167984008789,43153.595,43153.595,48554.9922761756,12.19253,89.08102,48774.60181
2017,Serbia,6,5,1,40,30,0,42,4,0,NA,0,4,2,0,Dušan Đukić,Bojan Bašić,116,19.333333333333332,1,SRB,67.58,3.71,99.65887,Europe & Central Asia,Upper middle income,0.6183333333333333,5.1547691379310345,4.02744,70.33083553,71.9448013305664,1639.11192,1639.11192,6284.192671588,9.25646,94.8957,NA
2017,Hungary,6,5,1,40,22,0,34,16,3,NA,2,1,1,1,József Pelikán,Sándor Dobos,115,19.166666666666668,0.6666666666666666,HUN,49.91,4.65,99.65887,Europe & Central Asia,Upper middle income,1.1625,5.199593217391303,4.43518,76.75054712,72.818000793457,6604.44264,6604.44264,14457.608763614,10.06934,89.89961,19206.35795
2017,Poland,6,6,NA,39,23,0,42,9,2,NA,1,0,5,0,Michał Pilipczuk,Andrzej Grzesik,115,19.166666666666668,1,POL,70.62,4.57,99.65887,Europe & Central Asia,High income: OECD,0.7616666666666667,5.199593217391303,3.60484,75.98536595,80.1428985595703,24000.69906,24000.69906,13856.9823892845,11.05911,93.49336,20926.00285
2017,Romania,6,5,1,42,17,0,42,9,5,NA,0,3,2,1,Radu Gologan,Mihai Chiş,115,19.166666666666668,0.8333333333333334,ROU,50.51,3.12,99.65887,Europe & Central Asia,Upper middle income,0.624,5.199593217391303,NA,63.74728218,82.6661987304688,6552.78995,6552.78995,10807.6844848917,10.05265,95.1502,NA
2017,Kazakhstan,6,5,1,40,18,0,35,15,5,NA,1,2,1,1,Damir Yeliussizov,Kanat Satylkhanov,113,18.833333333333332,0.6666666666666666,KAZ,51.07,3.39,99.65887,Europe & Central Asia,Upper middle income,0.8475,5.291621415929203,2.01349,76.42674823,NA,4588.52488,4588.52488,9247.58133129626,11.41991,95.80162,NA
2017,Argentina,6,6,NA,40,20,0,42,9,0,NA,1,2,1,2,Patricia Fauring,Martín Mereb,111,18.5,0.6666666666666666,ARG,89.23,5.45,NA,NA,NA,1.3625,NA,NA,74.29490687,79.0328979492188,35105.55042,35105.55042,14591.8633810541,13.26392,89.09376,NA
2017,Bangladesh,6,6,NA,42,17,0,42,10,0,NA,0,2,2,2,Mahbubul Alam Majumdar,A A Munir Hasan,111,18.5,0.6666666666666666,BGD,18.53,1.85,93,NA,NA,0.4625,5.027027027027027,7.9521,15,79.6378021240234,NA,NA,1563.99408178663,NA,NA,NA
2017,Hong Kong,6,5,1,42,20,0,23,26,0,NA,1,1,3,1,Tat Wing Leung,Tak Wing Ching,111,18.5,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Canada,6,5,1,42,22,0,37,1,8,NA,1,2,2,1,James Rickards,Sarah Sun,110,18.333333333333332,0.8333333333333334,CAN,70.63,4.96,NA,North America,High income: OECD,0.992,NA,NA,91,75.0470962524414,NA,NA,45069.9272544324,NA,NA,62859.5166
2017,Peru,6,6,NA,38,27,0,42,1,1,NA,0,2,3,1,Jorge Tipe Villanueva,Emilio Gonzaga Ramírez,109,18.166666666666668,0.8333333333333334,PER,71.25,3.93,99.08,Latin America & Caribbean,Upper middle income,0.786,5.45394495412844,1.60031,48.72763146,84.2180023193359,8295.34637,8295.34637,6710.50802896038,18.23592,81.92341,NA
2017,Indonesia,6,6,NA,40,22,0,42,4,0,NA,0,2,3,1,Aleams Barra,Hery Susanto,108,18,0.8333333333333334,IDN,36.63,1.05,99.58,East Asia & Pacific,Lower middle income,0.21,5.532222222222222,3.1999,32.2924419,84.9628982543945,NA,NA,3836.91381389271,NA,NA,NA
2017,Israel,6,6,NA,40,33,0,30,1,3,NA,0,3,2,0,Dan Carmon,Shachar Carmeli,107,17.833333333333332,0.8333333333333334,ISR,59.07,6.01,93.59566,Middle East & North Africa,High income: OECD,1.202,5.24835476635514,NA,81.58118359,NA,21522.37935,21522.37935,40541.8620907084,15.71828,90.07928,27055.69092
2017,Germany,6,6,NA,41,16,0,34,15,0,NA,0,1,3,2,Jürgen Prestin,Eric Müller,106,17.666666666666668,0.6666666666666666,DEU,68.47,4.87,99.65887,Europe & Central Asia,High income: OECD,1.2175,5.641068113207546,9.23827,84.39550077,73.5552978515625,179812.03067,179812.03067,44240.0441099604,11.04263,93.05983,66950.17302
2017,Australia,6,6,NA,42,10,8,31,11,1,NA,0,3,2,1,Angelo Di Pasquale,Andrew Elvey Price,103,17.166666666666668,0.8333333333333334,AUS,109.99,5.32,NA,NA,NA,1.064,NA,6.02778,86.54504885,NA,68159.44641,68159.44641,54066.4712686117,13.61341,NA,59043.1315
2017,Croatia,6,6,NA,38,25,0,37,2,0,NA,0,2,3,1,Mea Bombardelli,Ivan Krijan,102,17,0.8333333333333334,HRV,71.38,3.86,99.65887,Europe & Central Asia,High income: nonOECD,0.772,5.862286470588235,5.13107,67.09619204,72.2602005004883,2166.94139,2166.94139,13412.3419505426,8.66159,95.80566,NA
2017,Türkiye,6,6,NA,40,15,0,42,4,1,NA,0,1,3,2,Azer Kerimov,Şahin Emrah,102,17,0.6666666666666666,NA,110.53,4.32,100,NA,NA,1.08,5.882352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Brazil,6,6,NA,40,17,0,37,6,1,NA,0,2,1,3,Krerley Irraciel Martins Oliveira,Frederico Vale Girão,101,16.833333333333332,0.5,BRA,50.03,6.32,99.14,NA,NA,2.106666666666667,5.88950495049505,2.8313,67.47128452,81.5893020629883,130423.56723,130423.56723,9880.94654326324,16.51236,97.52237,NA
2017,Malaysia,6,5,1,40,17,0,42,2,0,NA,0,2,2,2,M. Suhaimi Ramly,Nor Sakinah Mohamad,101,16.833333333333332,0.6666666666666666,MYS,43.67,4.18,97,East Asia & Pacific,Upper middle income,1.045,5.762376237623763,NA,80.14047901,NA,14919.49014,14919.49014,10254.2340242588,21.67765,92.09021,NA
2017,France,6,6,NA,41,11,0,32,16,0,NA,0,2,2,2,Pierre Bornsztein,Vincent Jugé,100,16.666666666666668,0.6666666666666666,FRA,65.8,5.45,99.65887,Europe & Central Asia,High income: OECD,1.3625,5.9795321999999995,NA,80.50245972,76.6371994018555,141477.13591,141477.13591,38679.1271482419,9.67858,92.36663,33618.33042
2017,Saudi Arabia,6,4,2,40,17,0,36,7,0,NA,0,2,2,1,Fawzi Al-Thukair,Abdulrahman Alguwaizani,100,16.666666666666668,0.6666666666666666,SAU,72.48,NA,99,Middle East & North Africa,High income: nonOECD,NA,5.9399999999999995,8.45637,82.12000121,NA,NA,NA,20803.7425657324,NA,NA,NA
2017,Armenia,6,5,1,41,18,0,38,2,0,NA,0,2,2,1,Tigran Margaryan,Smbat Gogyan,99,16.5,0.6666666666666666,ARM,53.59,2.71,100,Europe & Central Asia,Lower middle income,0.6775,6.0606060606060606,5.06593,64.74488433,73.609001159668,312.11636,312.11636,3914.5012684128,10.40313,87.58868,NA
2017,Azerbaijan,6,6,NA,37,19,0,42,0,0,NA,0,0,4,2,Javid Habibov,Fuad Garayev,98,16.333333333333332,0.6666666666666666,AZE,28.47,2.47,100,Europe & Central Asia,Upper middle income,0.6175,6.122448979591837,4.66835,79,NA,1010.94115,1010.94115,4147.08971569171,6.9504,98.70507,NA
2017,Mexico,6,6,NA,42,13,0,39,2,0,NA,0,1,2,3,Rogelio Valdez,Jorge Garza Vargas,96,16,0.5,MEX,40.34,4.4,99,NA,NA,1.4666666666666668,6.1875,2.41221,63.85224909,78.2623977661133,52362.28281,52362.28281,9278.41816833763,17.57673,97.58413,25260.61757
2017,Bosnia and Herzegovina,6,4,2,41,15,0,39,0,0,NA,0,0,4,2,Harun Hindija,Marko Ćitić,95,15.833333333333334,0.6666666666666666,BIH,46.42,2.84,99.65887,Europe & Central Asia,Upper middle income,0.71,6.294244421052631,4.34266,64.89197728,77.4756011962891,NA,NA,5394.59122017677,NA,NA,NA
2017,Tajikistan,6,6,NA,40,13,0,42,0,0,NA,0,0,3,3,Pirahmad Olimjon,NA,95,15.833333333333334,0.5,TJK,31.11,5.54,98.81,Europe & Central Asia,Low income,1.846666666666667,6.240631578947369,5.78825,21.96,NA,NA,NA,806.041573098044,NA,NA,NA
2017,Macau,6,5,1,39,10,0,36,9,0,NA,1,0,0,5,Lung Yam Wan,Ieng Tak Leong,94,15.666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,New Zealand,6,5,1,42,8,0,42,2,0,NA,0,0,3,3,Michael Albert,Robin Hankin,94,15.666666666666666,0.5,NZL,81.27,5.28,98.64629,East Asia & Pacific,High income: OECD,1.76,6.296571702127659,6.32753,90.81109307,NA,11827.36186,11827.36186,42260.1251767853,16.65536,NA,46337.17926
2017,Cyprus,6,5,1,42,15,0,36,0,0,NA,0,0,5,1,Dimitrios Karantanos,Theoklitos Paragyiou,93,15.5,0.8333333333333334,CYP,75.94,5.7,99.65887,Europe & Central Asia,High income: nonOECD,1.14,6.429604516129031,2.53654,80.74318897,81.6766967773438,1307.87644,1307.87644,26338.6943443136,15.87239,92.28501,NA
2017,Mongolia,6,6,NA,37,12,0,42,1,1,NA,0,1,2,3,Bayarmagnai Gombodorj,Otgonbayar Uuye,93,15.5,0.5,MNG,65.41,4.32,98.64629,East Asia & Pacific,Lower middle income,1.4400000000000002,6.364276774193548,1.98668,23.71426517,70.0119018554688,467.1527,467.1527,3669.4175404033,12.64562,91.11346,NA
2017,Turkmenistan,6,6,NA,40,11,0,42,0,0,NA,0,0,2,4,Arslan Hojiyev,Orazmammet Annaorazov,93,15.5,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.25099741,NA,NA,NA,6587.09031628698,NA,NA,NA
2017,Sweden,6,5,1,42,13,0,27,8,1,NA,0,1,2,3,Paul Vaderlind,Victor Ufnarovski,91,15.166666666666666,0.5,SWE,70.43,7.57,99.65887,Europe & Central Asia,High income: OECD,2.5233333333333334,6.570914505494505,4.42655,95.51006745,83.5811996459961,40948.76347,40948.76347,53744.4290321437,15.798400000000001,95.81483,41322.47359
2017,India,6,6,NA,42,18,0,30,0,0,NA,0,0,3,3,Chudamani R. Pranesachar,Vaibhav Vaish,90,15,0.5,IND,27.91,4.31,88.62945,South Asia,Lower middle income,1.4366666666666663,5.9086300000000005,15.38018,34.45,NA,NA,NA,1981.26870609561,NA,NA,NA
2017,Slovenia,6,6,NA,42,16,0,32,0,0,NA,0,0,2,4,Gregor Dolinar,Veno Mramor,90,15,0.3333333333333333,SVN,79.27,4.78,99.65887,Europe & Central Asia,High income: OECD,2.39,6.643924666666666,6.38899,78.88542636,79.7014999389648,2322.81975,2322.81975,23442.704281871,12.023,93.12823,33098.74068
2017,Portugal,6,5,1,39,19,0,28,3,0,NA,0,0,2,2,Joana Teles,António Salgueiro,89,14.833333333333334,0.3333333333333333,PRT,64.17,5.02,99.65887,Europe & Central Asia,High income: OECD,2.51,6.718575505617977,6.26736,73.79121395,82.1269989013672,11102.44058,11102.44058,21437.3475036794,11.05804,96.28701,40041.3154
2017,Spain,6,6,NA,41,20,0,25,0,0,NA,0,0,3,2,María Gaspar,Marco Castrillón,86,14.333333333333334,0.5,ESP,91.89,4.21,NA,NA,NA,1.403333333333333,NA,5.28325,84.6022428,80.4601974487305,55228.79532,55228.79532,28100.8522848303,10.22509,94.87869,42216.82019
2017,Syria,6,6,NA,33,10,0,42,0,0,NA,0,1,0,5,Abdullatif Hanano,Imad Fattash,85,14.166666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Latvia,6,5,1,39,8,0,24,13,0,NA,0,0,3,2,Filips Jeļisejevs,Agnese Zalcmane,84,14,0.5,LVA,88.06,4.37,99.65887,Europe & Central Asia,High income: nonOECD,1.4566666666666668,7.118490714285714,3.13293,80.114077,84.1100997924805,1331.14018,1331.14018,15548.0823130571,11.96763,88.60275,NA
2017,Republic of Moldova,6,6,NA,38,11,0,27,7,0,NA,0,1,0,4,Valeriu Baltag,Valeriu Guțu,83,13.833333333333334,0.16666666666666666,NA,51.95,5.71,99.65887,Europe & Central Asia,Lower middle income,5.71,7.204255662650602,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Switzerland,6,6,NA,42,9,0,22,10,0,NA,0,0,1,5,Arnaud Maret,Paul Seidel,83,13.833333333333334,0.16666666666666666,CHE,62.46,5.02,99.65887,Europe & Central Asia,High income: OECD,5.02,7.204255662650602,6.63728,89.68614767,80.9150009155273,34882.73526,34882.73526,80450.0458197413,15.57745,NA,70049.25541
2017,Colombia,6,3,3,41,2,0,35,3,0,NA,0,0,1,5,Maria Elizabeth Losada,Juan Carlos Basto,81,13.5,0.16666666666666666,COL,58.4,NA,98.65,Latin America & Caribbean,Upper middle income,NA,7.307407407407408,1.42095,62.25988032,78.4833984375,14145.52378,14145.52378,6375.93206285311,16.14032,76.15224,NA
2017,South Africa,6,6,NA,41,7,0,27,6,0,NA,0,0,2,4,Liam Baker,Phil Labuschagne,81,13.5,0.3333333333333333,ZAF,21.42,5.6,95,Sub-Saharan Africa,Upper middle income,2.8,7.037037037037037,7.2819,56.16739447,83.813102722168,18116.49326,18116.49326,6132.4798409721,18.7153,95.04129,NA
2017,Belgium,6,5,1,39,14,0,23,3,1,NA,0,1,2,2,Bart Windels,Philippe Niederkorn,80,13.333333333333334,0.5,BEL,80.77,6.43,NA,NA,NA,2.143333333333333,NA,3.64805,87.67968082,75.3240966796875,32304.33574,32304.33574,44219.5619960117,12.49033,94.87132,NA
2017,Ireland,6,4,2,36,8,0,34,2,0,NA,0,0,2,4,Mark Flanagan,Anca Mustata,80,13.333333333333334,0.3333333333333333,IRL,77.78,3.49,99.65887,Europe & Central Asia,High income: OECD,1.745,7.474415249999999,NA,84.11400706,81.0082015991211,11771.25081,11771.25081,69649.8827399743,13.46894,94.72962,53804.91074
2017,Sri Lanka,6,5,1,42,8,0,30,0,0,NA,0,0,3,3,NA,Rusiru Rangika Gambheera Arachchige,80,13.333333333333334,0.5,LKA,17.95,2.59,99,NA,NA,0.8633333333333333,7.425,NA,34.1133479,84.1048965454102,2447.33277,2447.33277,4104.63098320435,14.49976,80.00249,NA
2017,Denmark,6,5,1,41,5,0,27,4,0,NA,0,0,1,5,Asbjørn Christian Nordentoft,Frederik Ravn Klausen,77,12.833333333333334,0.16666666666666666,DNK,81.32,7.12,99.65887,Europe & Central Asia,High income: OECD,7.12,7.765626233766233,5.26392,97.09936216,76.3455963134766,25747.50007,25747.50007,57141.0598350413,15.25762,94.37013,49862.98046
2017,North Macedonia,6,4,2,35,6,0,36,0,0,NA,0,0,1,4,Alekso Malcheski,Velinov Daniel,77,12.833333333333334,0.16666666666666666,MKD,43.51,NA,NA,NA,NA,NA,NA,3.44795,74.51682418,81.3482971191406,NA,NA,5417.64201944282,NA,NA,NA
2017,Kyrgyzstan,6,6,NA,34,4,0,35,2,0,NA,0,0,2,3,Saltanat Saparalieva,Azamat Askarov,75,12.5,0.3333333333333333,NA,41.28,6.03,99.65887,Europe & Central Asia,Lower middle income,3.015,7.972709599999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Morocco,6,6,NA,37,13,0,25,0,0,NA,0,0,1,4,Mohamed Berraho,Mohamed El Ibbaoui,75,12.5,0.16666666666666666,MAR,33.74,4.74,93.59566,Middle East & North Africa,Lower middle income,4.74,7.487652799999999,9.67637,61.76221201,NA,NA,NA,3036.32525487301,NA,NA,NA
2017,Slovakia,6,5,1,40,4,0,26,5,0,NA,0,0,1,5,Peter Novotný,Martin Vodička,75,12.5,0.16666666666666666,NA,49.13,3.93,NA,NA,NA,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Austria,6,6,NA,40,5,0,15,14,0,NA,0,2,0,2,Robert Geretschläger,Heinrich Josef Gstöttner,74,12.333333333333334,0.3333333333333333,AUT,83.84,5.37,99.65887,Europe & Central Asia,High income: OECD,2.685,8.080448918918918,NA,87.93558659,77.415901184082,22413.54147,22413.54147,47431.630607607,10.95016,93.30567,44633.06453
2017,Estonia,6,6,NA,40,14,0,16,2,0,NA,0,1,0,4,Urve Kangro,Sandra Schumann,72,12,0.16666666666666666,EST,72.14,4.96,99.65887,Europe & Central Asia,High income: OECD,4.96,8.304905833333333,6.44252,88.10245687,81.9237976074219,1335.80567,1335.80567,20337.8497289442,12.7503,90.94672,NA
2017,Norway,6,5,1,38,11,0,17,5,0,NA,0,0,2,3,Dávid Kunszenti-Kovács,Johannes Kleppe,71,11.833333333333334,0.3333333333333333,NOR,83.74,7.85,99.65887,Europe & Central Asia,High income: OECD,3.925,8.421876338028168,4.82999,96.3576013,83.496696472168,31520.86629,31520.86629,75496.7540581998,16.01365,87.02388,47686.89522
2017,Algeria,6,5,1,28,11,0,31,0,0,NA,0,0,1,4,Malik Talbi,Ali Atia,70,11.666666666666666,0.16666666666666666,DZA,49.38,5.73,NA,NA,NA,5.73,NA,NA,47.69105515,NA,NA,NA,4044.2983722652298,NA,NA,NA
2017,Lithuania,6,5,1,41,7,0,20,1,0,NA,0,0,2,3,Artūras Dubickas,Romualdas Kašuba,69,11.5,0.3333333333333333,LTU,68.39,3.81,99.65887,Europe & Central Asia,High income: nonOECD,1.905,8.665988695652173,4.00954,77.61525651,82.7483978271484,1820.65971,1820.65971,16840.938567953,11.82434,94.53563,19571.08534
2017,Uzbekistan,5,5,NA,16,18,0,35,0,0,NA,0,1,0,4,Shukhrat Ismailov,NA,69,13.8,0.2,UZB,8.65,5.03,99.65887,Europe & Central Asia,Lower middle income,5.03,7.221657246376811,7.13799,52.30510079,NA,3124.43848,3124.43848,1826.56691924216,23.03091,NA,NA
2017,Albania,6,5,1,41,4,0,22,0,0,NA,0,0,1,5,Adrian Naço,Enkel Hysnelaj,67,11.166666666666666,0.16666666666666666,ALB,58.02,3.61,99.02,Europe & Central Asia,Upper middle income,3.61,8.867462686567164,4.91702,71.8470405,73.3000030517578,470.23552,470.23552,4532.89016212124,12.3908,91.70054,NA
2017,Chile,6,5,1,36,5,0,26,0,0,NA,0,0,1,4,Hernan Burgos,Mario Ponce,67,11.166666666666666,0.16666666666666666,CHL,89.92,5.43,99.02,Latin America & Caribbean,High income: OECD,5.43,8.867462686567164,1.28296,82.32748693,82.4572982788086,15014.3391,15014.3391,15037.3502805385,21.31155,93.50627,29004.07484
2017,Ecuador,6,5,1,38,6,0,20,2,0,NA,0,0,1,4,Jorge Chamaidan,Hugo Peña,66,11,0.16666666666666666,ECU,NA,4.61,97.54,Latin America & Caribbean,Upper middle income,4.61,8.867272727272727,NA,57.27224368,80.6456985473633,NA,NA,6213.50127649921,NA,NA,NA
2017,Tunisia,5,5,NA,28,3,0,28,0,0,NA,0,0,1,3,Mohsen Ben Ahmed Ben Abdallah,Mourad Khecharem,59,11.8,0.2,TUN,31.02,NA,93.59566,Middle East & North Africa,Upper middle income,NA,7.931835593220338,NA,64.19081023,NA,NA,NA,3482.18672918633,NA,NA,NA
2017,Venezuela,5,2,3,29,4,0,24,2,0,NA,0,0,2,2,Rafael Sánchez,José Nieto,59,11.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Costa Rica,6,5,1,34,1,0,23,0,0,NA,0,0,0,5,Jeremías Ramírez Jiménez,Juleana Lucia Villegas Segura,58,9.666666666666666,0,CRI,54.46,7.07,98.47008,Latin America & Caribbean,Upper middle income,NA,10.18656,2.04021,71.3907709,74.9293975830078,4278.36679,4278.36679,11752.5434010771,30.15142,95.59879,28165.10098
2017,Pakistan,6,6,NA,23,6,0,29,0,0,NA,0,0,1,3,Sarfraz Ahmad,Kashif Ali,58,9.666666666666666,0.16666666666666666,PAK,8.8,2.14,75,South Asia,Lower middle income,2.14,7.758620689655173,NA,15.51,NA,8079.64893,8079.64893,1464.99330546855,14.54478,NA,NA
2017,El Salvador,4,4,NA,25,5,0,25,2,0,NA,0,0,1,3,Gabriel Alexander Chicas Reyes,Eduardo Arnoldo Aguilar Cañas,57,14.25,0.25,SLV,27.47,3.73,97.98,Latin America & Caribbean,Lower middle income,3.73,6.875789473684211,1.13102,33.8207289,82.3443984985352,930.5333,930.5333,3902.24231785179,15.59205,91.95348,NA
2017,Finland,6,6,NA,40,4,0,10,1,1,NA,0,0,0,6,Lauri Hallila,Otte Heinävaara,56,9.333333333333334,0,FIN,90.7,6.36,99.65887,Europe & Central Asia,High income: OECD,NA,10.67773607142857,4.78837,87.46892907,73.953498840332,16267.1525,16267.1525,46191.9311557681,11.86886,90.97972,38670.87243
2017,Kosovo,5,3,2,29,1,0,22,2,1,NA,0,0,1,2,Faton Berisha,Eliot Bytyçi,55,11,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.89359681,NA,NA,NA,3948.05266976443,NA,NA,NA
2017,Puerto Rico,5,4,1,33,3,0,19,0,0,NA,0,0,0,4,Luis Fernando Cáceres Duque,Omar Colón Reyes,55,11,0,PRI,NA,NA,92,Latin America & Caribbean,High income: nonOECD,NA,8.363636363636363,NA,70.59787359,NA,NA,NA,31353.4341794183,NA,NA,NA
2017,Nigeria,4,4,NA,21,5,0,25,0,0,NA,0,0,0,4,Stephen Ejuggwu Onah,Steve Dele Oluwaniyi,51,12.75,0,NGA,11.58,0.4,75.53063,Sub-Saharan Africa,Lower middle income,NA,5.923970980392157,NA,42,NA,NA,NA,1968.55958830575,NA,NA,NA
2017,Paraguay,6,5,1,35,1,0,12,0,0,NA,0,0,0,2,Roberto Daniel Filizzola Ortiz,Stefania Yuliana Viterbori Ugarte,48,8,0,PRY,NA,3.09,98.26,Latin America & Caribbean,Lower middle income,NA,12.2825,NA,61.07575622,86.7770004272461,NA,NA,5680.58076826353,NA,NA,NA
2017,Iceland,6,6,NA,31,5,0,9,0,0,NA,0,0,0,3,Marteinn Þór Harðarson,Jóhanna Katrín Eggertsdóttir,45,7.5,0,ISL,71.34,7.58,99.65887,Europe & Central Asia,High income: OECD,NA,13.287849333333332,NA,98.26,91.3290023803711,1875.35733,1875.35733,71314.774196294,17.69028,95.42496,37179.029090000004
2017,Luxembourg,6,5,1,27,1,0,15,2,0,NA,0,0,1,1,Charles Leytem,Pascal Zeihen,45,7.5,0.16666666666666666,LUX,19.6,3.49,99.65887,Europe & Central Asia,High income: OECD,3.49,13.287849333333332,NA,97.36296032,80.9332962036133,2291.03007,2291.03007,107361.306947271,8.53405,91.11744,90782.01424
2017,Nicaragua,4,4,NA,17,4,0,22,1,0,NA,0,0,1,2,Ricardo Largaespada,Ervin Ramirez,44,11,0.25,NIC,NA,4.36,98.47008,Latin America & Caribbean,Lower middle income,4.36,8.951825454545455,NA,27.86304001,NA,600.7474,600.7474,2168.19520646356,NA,NA,NA
2017,Uruguay,6,6,NA,37,0,0,6,0,0,NA,0,0,0,3,Leonardo Lois Da Silva,Nelson Chocca,43,7.166666666666667,0,URY,59.75,4.42,98.93,NA,NA,NA,13.804186046511628,2.69035,68.27966256,83.2649002075195,2881.43219,2881.43219,16437.2448692778,14.93611,96.81515,NA
2017,Montenegro,4,3,1,21,4,0,10,7,0,NA,0,0,1,2,Zana Kovijanic-Vukicevic,Gojko Jelovac,42,10.5,0.25,MNE,60.91,NA,99.65887,Europe & Central Asia,Upper middle income,NA,9.491320952380953,NA,71.27233254,78.4040985107422,NA,NA,7784.06528996557,NA,NA,NA
2017,Bolivia,6,5,1,24,0,0,17,0,0,NA,0,0,0,4,Jimmy Santamaria Torrez,Patricia Claudia Velasquez Garnica,41,6.833333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.83227607,77.8863983154297,NA,NA,3351.12405268555,NA,NA,NA
2017,Liechtenstein,3,NA,3,19,0,0,3,0,0,NA,0,0,0,2,Louis Hainaut,Jana Cslovjecsek,22,7.333333333333333,0,LIE,35.62,NA,99.65887,Europe & Central Asia,High income: nonOECD,NA,13.589845909090908,NA,98.1,NA,NA,NA,NA,NA,NA,NA
2017,Uganda,6,5,1,6,5,0,11,0,0,NA,0,0,0,1,Jasper Okello,Namuddu Assumpta Kasamba,22,3.6666666666666665,0,UGA,NA,2.25,75.53063,Sub-Saharan Africa,Low income,NA,20.59926272727273,NA,23.70653091,89.1500015258789,658.15531,658.15531,631.522719792278,12.46216,NA,NA
2017,Guatemala,4,3,1,12,0,0,6,2,0,NA,0,0,0,1,José Carlos Alberto Bonilla Aldana,William Roberto Gutiérrez Herrera,20,5,0,GTM,17.1,2.95,98.47008,Latin America & Caribbean,Lower middle income,NA,19.694016,NA,65,82.0997009277344,2113.8673,2113.8673,4470.60999392312,23.08805,95.59148,NA
