Country Name,Country Code,Series,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Fragile and conflict affected situations,FCS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,60.02249,60.28729,60.10028,62.01157,62.43823,63.40736,62.14889,64.272,65.00602,63.49599,63.74937
Fragile and conflict affected situations,FCS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,68.67237,68.83041,69.76562,71.82965,72.38547,73.23951,71.88719,74.04414,74.78029,73.15035,73.47483
France,FRA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,82.2838,..,..,..,..,..,84.66716,..
Gabon,GAB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,88.50414,..,..,..,..,..,89.78366,..
"Gambia, The",GMB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,41.95005,..,50.77797,..,..,..,..
"Gambia, The",GMB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,60.7779,..,67.16138,..,..,..,..
Georgia,GEO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,99.58619,..,..,99.36426,..,..
Georgia,GEO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,99.70261,..,..,99.64081,..,..
Germany,DEU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,71.49707,..,..,..,..,..,..,..,79.03964,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,85.71615,..,..,..,..,..,..,..,92.49097,..
Gibraltar,GIB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,61.9946,62.47073,62.56715,63.38773,64.10307,64.81015,65.62063,66.96464,67.65809,67.95024,68.39692
Global Partnership for Education,FTI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,72.70341,73.33025,73.92543,74.98752,76.10927,76.76486,77.48266,78.31845,78.81099,79.21451,79.68301
Greece,GRC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,93.90511,..,97.36874,..,..,..,..,..,..,97.93595,..
Greece,GRC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.49109,..,98.81486,..,..,..,..,..,..,99.16,..
Greenland,GRL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,98.6,..,..,..,..,..
Grenada,GRD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,99.2,..,..,..,..,..
Guam,GUM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,78.26486,77.03867,81.2859,..,..,..,..,..
Guatemala,GTM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,93.65347,91.85192,94.35425,..,..,..,..,..
Guinea,GIN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,25.30774,..,..,..,32.00384,..,..,..,..,..
Guinea,GIN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,31.40642,..,..,..,46.29505,..,..,..,..,..
Guinea-Bissau,GNB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,45.58116,..,..,..,..,..
Guinea-Bissau,GNB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,60.40235,..,..,..,..,..
Guyana,GUY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,84.99401,..,..,..,..,85.63973,..,..,..,..,..
Guyana,GUY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,93.09894,..,..,..,..,96.68967,..,..,..,..,..
Haiti,HTI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,61.69135,..,..,..
Haiti,HTI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,82.99425,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,53.25834,54.07489,56.10511,57.3334,58.32618,59.16484,59.64676,60.45881,61.38893,61.88289,62.50519
Heavily indebted poor countries (HIPC),HPC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,64.13071,65.27207,67.61211,69.35937,70.38632,71.30923,72.02695,72.63548,73.63168,74.11132,74.7001
High income,HIC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,84.75536,85.1233,85.35555,85.46442,87.19753,87.90683,88.98748,..,87.20524,..
Honduras,HND,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,95.15069,95.925,94.98095,95.06649,95.67707,96.00751,96.12654,..,96.51584,..
"Hong Kong SAR, China",HKG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,99.1,..,..,..,..,..
Hungary,HUN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,98.8,..,..,..,..,..
IBRD only,IBD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,86.25504,86.83493,87.19533,87.69956,87.86956,88.34096,88.45138,88.81775,89.04436,89.06654,89.36553
IBRD only,IBD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,93.96514,93.96276,94.22938,94.84018,95.09663,95.48133,95.40836,95.85846,96.0633,95.8728,96.07544
Iceland,ISL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,81.17484,..,81.93721,82.35303,82.56062,82.97848,..,83.71072,..,..,..
IDA & IBRD total,IBT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,88.45145,..,88.73325,89.19401,89.50078,89.80181,..,90.31701,..,..,..
IDA blend,IDB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,61.94259,62.39705,62.47046,63.87631,63.73583,64.59924,65.02774,65.72806,66.58383,66.56935,66.98145
IDA blend,IDB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,74.35697,74.71272,74.82691,75.96127,75.85897,76.57122,77.28214,77.95291,78.0701,78.76011,79.16139
IDA only,IDX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,57.88134,58.46443,58.61864,59.26577,60.53036,61.27156,62.39787,64.25295,64.97928,65.49887,66.05657
IDA only,IDX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,69.64929,70.52003,71.47283,72.64927,74.54751,75.29282,76.13295,77.17355,77.95119,78.30098,78.88487
IDA total,IDA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,60.10617,..,60.68527,61.67557,62.12955,62.91562,..,65.25168,..,..,..
IDA total,IDA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,72.03852,..,73.26094,74.53386,75.42821,76.18029,..,77.90301,..,..,..
India,IND,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,69.30256,..,..,..,..,..,..,74.37299,..
India,IND,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,86.14488,..,..,..,..,..,..,91.66404,..
Indonesia,IDN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,92.5817,..,92.81191,..,..,95.11622,95.21793,95.37697,..,95.65856,..
Indonesia,IDN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.47374,..,98.778,..,..,99.68022,99.67007,99.66881,..,99.70708,..
"Iran, Islamic Rep.",IRN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,83.62599,84.6268,84.70524,..,85.54425,..,..,..
"Iran, Islamic Rep.",IRN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,98.0144,97.7773,97.93787,..,98.10135,..,..,..
Iraq,IRQ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,77.2,72.7,82.2,..,83.3,85.6,..,..
Iraq,IRQ,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,83.5,80.8,88.8,..,90.9,93.5,..,..
Ireland,IRL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,98.84828,..,..,..,..,..,..,99.15576,..
Italy,ITA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.85964,..,..,..,..,..,..,99.93,..
Jamaica,JAM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,88.1,..,..,..,..,..
Jamaica,JAM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,96.3,..,..,..,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,92.55104,95.90445,97.89032,..,..,..,..,..,98.22711,..
Jordan,JOR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,98.76235,99.14868,99.10572,..,..,..,..,..,99.34374,..
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,99.73241,99.78163,..,..,..,..,..,..,..,99.78163,..
Kazakhstan,KAZ,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.83451,99.89736,..,..,..,..,..,..,..,99.89736,..
Kenya,KEN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,78.73304,..,..,..,81.53497,..
Kenya,KEN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,86.52563,..,..,..,87.83,..
Kiribati,KIR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,94.46901,..,95.51317,95.58582,..,95.68545,..,96.03595,96.05647,..
Kuwait,KWT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,98.89911,..,98.78226,99.15375,..,99.25909,..,99.24358,99.08013,..
Kyrgyz Republic,KGZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,99.24343,..,..,..,..,..,..,..,..,99.586,..
Kyrgyz Republic,KGZ,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.75185,..,..,..,..,..,..,..,..,99.75,..
Lao PDR,LAO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,58.28794,..,..,..,84.66104,..,..,..,..
Lao PDR,LAO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,72.05623,..,..,..,92.46264,..,..,..,..
Late-demographic dividend,LTE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,94.58459,94.60775,95.12832,95.3002,95.3657,95.53117,95.67826,95.8756,96.01104,96.15606,96.34008
Late-demographic dividend,LTE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.83296,98.82657,98.96316,99.15902,99.22879,99.27664,99.29384,99.3561,99.38565,99.40293,99.44244
Latin America & Caribbean,LCN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,91.66851,91.64586,92.23796,92.46116,92.50706,92.94821,93.13275,93.59496,93.70875,93.86866,94.29451
Latin America & Caribbean,LCN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,97.47638,97.34216,97.78911,97.93991,97.91776,98.23397,98.30745,98.43203,98.47008,98.54553,98.59456
Latin America & Caribbean (excluding high income),LAC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,91.38371,91.39029,92.014,92.23849,92.31038,92.76419,92.9518,93.42559,93.57028,93.72753,94.17028
Latin America & Caribbean (excluding high income),LAC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,97.41977,97.27852,97.72982,97.88727,97.87355,98.2035,98.30403,98.42589,98.47378,98.54975,98.59823
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,91.47849,91.45825,92.06757,92.29744,92.34657,92.80142,92.9958,93.47264,93.59078,93.75613,94.19449
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,97.4344,97.29635,97.75296,97.90736,97.88517,98.20826,98.31375,98.439,98.47592,98.551,98.59957
Latvia,LVA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,99.8959,..,..,..,..,..,..,99.88931,..
Latvia,LVA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.83543,..,..,..,..,..,..,99.82,..
Least developed countries: UN classification,LDC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,56.15463,56.6508,56.76771,57.50632,58.87499,59.62564,60.87612,62.89241,63.68294,64.27588,64.8578
Least developed countries: UN classification,LDC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,68.19027,69.1364,70.19723,71.53903,73.62081,74.34549,75.26799,76.40365,77.24867,77.63224,78.25923
Lebanon,LBN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,91.18419,..,..,..,..,..,..,..,..,95.06944,..
Lebanon,LBN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.24335,..,..,..,..,..,..,..,..,99.75182,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,75.8002,..,..,..,..,76.6352,..,..,..,..,..
Lesotho,LSO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,83.19441,..,..,..,..,86.6322,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,48.30136,..,..
Liberia,LBR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,55.3987,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,99.8156,..,..,..,..,..,..,..,..
Lithuania,LTU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.8558,..,..,..,..,..,..,..,..
Low & middle income,LMY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,80.87706,81.40623,81.67245,82.2067,82.45152,82.93346,83.1472,83.68802,83.97684,84.00709,84.29309
Low & middle income,LMY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,88.21407,88.27708,88.52742,89.15234,89.53366,89.88052,89.92872,90.40681,90.61985,90.53675,90.75514
Low income,LIC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,53.79567,54.25216,56.16062,56.63294,57.62022,58.02705,58.58002,59.28539,60.10515,60.49671,60.95805
Low income,LIC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,64.30346,64.95811,67.42303,68.34881,69.58265,70.04919,70.72305,71.29221,72.22252,72.59012,73.05502
Lower middle income,LMC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,69.28162,70.50018,70.71012,71.58627,72.10707,72.86358,73.63827,74.35329,75.00414,75.43163,75.96757
Lower middle income,LMC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,83.33271,83.66761,84.02823,85.07495,86.01478,86.74702,87.48635,88.04575,88.48955,88.96788,89.43323
Luxembourg,LUX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,95.64004,..,..,..,..,96.53849,..,..,..
"Macao SAR, China",MAC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.6729,..,..,..,..,99.79874,..,..,..
Madagascar,MDG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,64.48091,..,..,71.57262,..,..,..,..,..,74.80432,..
Madagascar,MDG,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,64.94025,..,..,76.82916,..,..,..,..,..,81.19837,..
Malawi,MWI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,61.30972,..,..,..,65.14537,62.14354,..,..,..,..
Malawi,MWI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,72.13956,..,..,..,76.08191,72.93561,..,..,..,..
Malaysia,MYS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,93.11789,..,..,..,..,..,94.88058,95.08265,94.85441,..
Malaysia,MYS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,98.41871,..,..,..,..,..,97.61447,97.27256,96.85033,..
Maldives,MDV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,98.61012,..,97.73495,..,..,..
Maldives,MDV,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,99.26838,..,98.75365,..,..,..
Mali,MLI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,31.09975,30.61867,..,..,..,33.06889,..,..,35.47377,..
Mali,MLI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,44.30171,42.09528,..,..,..,49.36653,..,..,50.1347,..
Malta,MLT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,93.30736,..,..,..,..,..,..,94.50319,..
Malta,MLT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,98.88194,..,..,..,..,..,..,99.30071,..
Marshall Islands,MHL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,98.26508,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,98.45878,..,..,..,..,..,..,..,..
Mauritania,MRT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,53.49759,..,..
Mauritania,MRT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,63.94781,..,..
Mauritius,MUS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,89.24984,91.76601,91.49003,92.47476,92.7076,93.15784,..,91.32539,..
Mauritius,MUS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,98.13035,..,..,..,..,..,..,99.04203,..
Mayotte,MYT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,93.44188,93.06894,93.51998,94.2284,93.96285,94.55588,94.47228,94.85962,94.97278,95.37991,..
Mexico,MEX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.52466,98.43452,98.46177,98.87542,98.5645,99.00004,98.94471,99.1162,99.12469,99.31845,..
"Micronesia, Fed. Sts.",FSM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,75.66799,76.48092,77.26802,79.89382,79.69486,81.14234,79.43243,80.45519,81.5254,78.98143,79.31014
Middle East & North Africa,MEA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,88.65794,88.93476,88.99496,92.61231,92.98097,93.93317,90.77456,93.01966,93.59566,89.90199,90.11926
